Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
42841.0,-2.02345238837162,0.0062559423410982,0.710477619387787,-4.41397676301764,-1.70694313218641,-0.561195334883674,0.457627941429669,-1.77639474240307,0.994598200947072,-0.72126620672322,1.25610548914665,1.81917335907114,0.867658386370869,-0.469381749698501,-0.740440419044424,-1.87099164450877,-0.469612401178832,1.68899276918075,-1.03274137589243,-0.953168808512528,1.07561378353063,-0.377980051444782,0.216985295291849,0.533610875160945,0.311428446362701,-1.0737008002715,0.92013539948783,0.35252781801571,202.58,0
157549.0,2.13012445765134,-0.173971244445472,-1.79252857490419,0.584809684556326,0.0936144809947947,-1.35835627685693,0.442103027959229,-0.545657304682326,-1.23870065579267,1.16020546345103,-0.901131915093984,-0.0037324670775628,0.375304479201838,0.629041797234535,0.0560727294719683,-1.9834404596115,-0.136372579297971,0.811014323612808,-1.22570168674978,-0.641015587355608,-0.219147086164036,-0.0775828501284578,0.0533343448677363,-0.0501161311668585,0.346764270240077,-0.482638600231987,-0.0057212628202087,-0.0548628613416673,27.05,0
121308.0,-1.05981741546022,-0.840439636223228,-1.58008773038016,-0.167119228509537,2.13400510074748,-1.23709863384324,0.709704120286444,-0.344339762505699,0.572740369611945,0.207304481504848,-2.16249943633892,-1.1260705281675,-1.83289219776672,0.545737325456714,-0.712187997436303,-0.254972343247488,-0.533320769579342,-0.162037551485108,0.308466618607605,-0.792588550236504,0.0327597512750106,0.558946014464479,0.638286909929352,0.094445073364002,-1.51475544777826,0.0330641964421304,-0.0881776006409263,0.663741324507237,23.74,0
160555.0,2.04650603823804,0.222601213537598,-1.69520026139225,0.53892615729405,0.175508936027616,-1.52138771919164,0.30487402778605,-0.417585199995378,0.538660119915859,-0.48425602910831,-0.283530655161001,0.246927876488606,0.334277391538056,-0.794237553335561,0.860639480406638,0.184708266934002,0.380663800307341,0.456280186618073,-0.439922040708813,-0.174150808322647,0.203320300406644,0.767991553754693,-0.0281323357720221,-0.0078674068965544,0.261561970767401,-0.105719530606209,-0.0011510314237963,-0.0293601489508105,8.84,0
145519.0,-3.04090803121184,2.94856739191975,-1.58312094680912,-0.566968999891179,0.356854152462272,1.26528992674789,-2.70888270362124,-7.45909310955042,-0.81699397489427,-1.39720342665799,0.309774822912465,0.144007862062335,-2.4398755903187,0.656048971514658,-0.487755440382758,0.772157184855076,1.00754371728275,0.752345648649878,0.231412369062971,2.11484144618723,-4.11160499096687,0.343897043582535,0.331909385565389,0.0333351509993427,0.665408921291077,0.486031213752798,-0.361978634451502,-0.0088327310204167,3.98,0
131048.0,-0.998214527343329,0.549488207424928,0.821956966546893,-2.7660605605121,0.241664126372614,0.549256583869171,-0.18520028542765,0.647441514730255,-1.46709449546154,-0.314478096347603,-0.242130613133548,0.0824555058846375,1.19713707221936,-0.345568440858564,-1.23814814914191,1.83085551427507,-0.583815572020474,-0.460894860594758,0.66390026287626,0.202739778220334,0.191098643288836,0.441847375410517,-0.536821932475718,-0.306352170552644,0.95653043355495,-0.108249841617514,0.126676561930427,0.0301802131038356,5.9,0
43012.0,-1.20880883185945,0.309087045482874,2.28645818668336,2.3653614161848,0.136549854920928,1.31020106908217,0.513868463923284,0.51670874179805,-1.62297554544291,0.322259438829566,1.49288756501866,0.113271454508113,-0.471162011776314,0.473639102496751,1.01227695813983,0.117755281761845,0.0145255064424554,-0.209776845216462,-0.324339427894535,0.473505912490119,0.134706284391386,-0.095398748360446,0.386643428768627,-0.350856560564963,-0.133908871534155,0.0044408638161848,0.0311810408794839,0.0935784881069068,179.0,0
33870.0,0.988622533252447,-0.364260698144819,0.667578132539617,0.112193064096303,-0.897977568866294,-0.726399617310564,-0.113256114650764,-0.0730205226251395,-0.0452130321270792,-0.0615787249840413,1.76110576887594,1.25951715664116,0.539775158825354,0.270521724518522,0.485740633394534,0.624437982840325,-0.598510379449016,-0.128969714236344,0.178264695621532,0.207702167194799,-0.105470006112838,-0.602171517062164,0.0824598458261967,0.579987308641623,-0.0828319561564672,0.700118590906847,-0.0893426215671193,0.0267482991332467,120.0,0
46853.0,-0.473386987797073,0.952733988588432,1.65683225711711,0.0014320008371367,-0.126933652469049,-0.633455741621944,0.575106606127176,0.101531054674972,-0.286767434377874,-0.330106994085246,-0.0378615517945767,-0.330720157857486,-0.936985144899503,0.366940886798808,1.17347519055969,-0.14753596150868,0.0547585877369882,-0.799194553587856,-0.461381335683121,-0.0064935165428865,-0.190286345858529,-0.492622572800743,0.0548800983967925,0.356735775583737,-0.341322067475235,0.0837000738030494,0.276991622662388,0.118772175859831,1.79,0
69529.0,-0.0312776934747122,0.942045619317435,-0.635236932401831,0.277817872424667,2.86096891639187,3.40548446133836,0.387090200535262,0.721579477887334,-1.17257735685917,0.134079976465924,-0.176605086296959,-0.376438208682578,-0.0376662972360001,0.742950949535914,1.55537142723104,-0.633280589543397,-0.196520894681462,0.463895265654048,1.89864614222015,0.240589016543067,0.0764357003626173,0.163821161250294,-0.262433375126322,1.02725161596735,0.0539340572091431,-0.114688751794343,0.166824270417407,0.144039314711338,3.74,0
